Images,ActualAge,ActualGender,Model_Pred_Gender,Model_Pred_Age,Model_Pred_Emotion,DeepFaceGender,DeepFaceEmotion,DeepFaceAge
"[[[ 47  26   0]
  [ 47  26   0]
  [ 47  26   0]
  ...
  [128 114 101]
  [102  88  79]
  [ 79  66  57]]

 [[ 47  26   0]
  [ 47  26   0]
  [ 47  26   0]
  ...
  [141 127 114]
  [118 104  95]
  [ 95  82  73]]

 [[ 47  26   0]
  [ 47  26   0]
  [ 47  26   0]
  ...
  [150 136 123]
  [131 117 108]
  [112  99  90]]

 ...

 [[ 15   6   1]
  [ 15   6   1]
  [ 15   6   1]
  ...
  [ 43  41  42]
  [ 42  40  41]
  [ 41  39  40]]

 [[ 10   3   0]
  [ 10   3   0]
  [ 12   3   0]
  ...
  [ 43  41  42]
  [ 41  39  40]
  [ 40  38  39]]

 [[  8   1   0]
  [  8   1   0]
  [  9   0   0]
  ...
  [ 42  40  41]
  [ 41  39  40]
  [ 40  38  39]]]",63,Male,Male,66,sad,Male,neutral,29
"[[[ 14  10   9]
  [ 15  11  10]
  [ 16  12  11]
  ...
  [207 208 203]
  [208 209 203]
  [208 209 203]]

 [[ 14  10   9]
  [ 15  11  10]
  [ 16  12  11]
  ...
  [204 205 200]
  [204 205 199]
  [204 205 199]]

 [[ 13   9   8]
  [ 15  11  10]
  [ 16  12  11]
  ...
  [204 205 200]
  [204 205 199]
  [203 204 198]]

 ...

 [[ 21   9   0]
  [ 22  10   0]
  [ 25  13   1]
  ...
  [ 18  14  15]
  [ 21  17  18]
  [ 27  23  24]]

 [[ 18   8   0]
  [ 18   8   0]
  [ 22  12   2]
  ...
  [ 19  15  16]
  [ 21  17  18]
  [ 27  23  24]]

 [[ 22  12   2]
  [ 21  11   1]
  [ 26  16   6]
  ...
  [ 20  16  17]
  [ 21  17  18]
  [ 27  23  24]]]",27,Female,Female,29,neutral,Male,happy,26
"[[[91 92 97]
  [91 92 97]
  [92 91 97]
  ...
  [37 27 25]
  [36 28 25]
  [37 29 26]]

 [[91 92 97]
  [91 92 97]
  [92 91 97]
  ...
  [38 28 26]
  [37 29 26]
  [38 30 27]]

 [[91 92 97]
  [91 92 97]
  [91 90 96]
  ...
  [40 30 28]
  [40 30 28]
  [41 31 29]]

 ...

 [[43 44 49]
  [35 36 41]
  [29 30 35]
  ...
  [85 83 86]
  [84 82 85]
  [84 82 85]]

 [[36 37 42]
  [32 33 38]
  [30 31 36]
  ...
  [84 82 85]
  [84 82 85]
  [83 81 84]]

 [[32 33 38]
  [30 31 36]
  [31 32 37]
  ...
  [84 82 85]
  [84 82 85]
  [83 81 84]]]",40,Male,Male,38,neutral,Male,happy,26
"[[[ 11  10  15]
  [ 10   9  14]
  [  7   8  10]
  ...
  [219 235 235]
  [220 236 236]
  [220 236 236]]

 [[ 12  11  16]
  [ 11  10  15]
  [  6   7   9]
  ...
  [218 234 234]
  [219 235 235]
  [219 235 235]]

 [[ 15  14  19]
  [ 12  11  16]
  [  6   7   9]
  ...
  [217 233 233]
  [218 234 234]
  [217 233 233]]

 ...

 [[165  66  69]
  [164  65  68]
  [162  63  66]
  ...
  [185 220 222]
  [185 219 221]
  [185 219 221]]

 [[165  66  69]
  [163  64  67]
  [162  63  66]
  ...
  [181 219 220]
  [183 218 220]
  [183 218 220]]

 [[164  65  68]
  [163  64  67]
  [162  63  66]
  ...
  [180 218 219]
  [182 217 219]
  [182 217 219]]]",36,Male,Male,39,sad,Male,neutral,26
"[[[ 18   8   6]
  [ 20  10   8]
  [ 25  11  10]
  ...
  [181 129 108]
  [173 120 102]
  [166 113  95]]

 [[ 20  10   8]
  [ 21  11   9]
  [ 25  11  10]
  ...
  [181 129 108]
  [173 120 102]
  [166 113  95]]

 [[ 23  13  11]
  [ 23  13  11]
  [ 26  12  11]
  ...
  [180 128 107]
  [172 119 101]
  [166 113  95]]

 ...

 [[ 15  13  14]
  [ 15  13  14]
  [ 20  18  21]
  ...
  [ 59  57 122]
  [ 56  55 121]
  [ 57  56 124]]

 [[ 20  18  21]
  [ 18  16  19]
  [ 20  18  21]
  ...
  [ 72  70 135]
  [ 76  75 141]
  [ 86  85 151]]

 [[ 15  13  16]
  [ 14  12  15]
  [ 20  18  21]
  ...
  [110 108 173]
  [114 113 179]
  [130 129 195]]]",1,Male,Male,0,happy,Male,happy,23
"[[[53 34 19]
  [53 34 19]
  [57 36 19]
  ...
  [44 34 25]
  [44 34 25]
  [44 34 25]]

 [[53 34 19]
  [53 34 19]
  [55 34 17]
  ...
  [44 34 25]
  [44 34 25]
  [44 34 25]]

 [[52 33 18]
  [51 32 17]
  [52 31 14]
  ...
  [44 34 25]
  [44 34 25]
  [44 34 25]]

 ...

 [[50 43 24]
  [51 44 25]
  [49 42 23]
  ...
  [92 82 73]
  [92 82 73]
  [92 82 73]]

 [[49 42 24]
  [53 46 28]
  [52 45 27]
  ...
  [92 82 73]
  [92 82 73]
  [92 82 73]]

 [[43 36 18]
  [50 43 25]
  [53 46 28]
  ...
  [92 82 73]
  [92 82 73]
  [92 82 73]]]",35,Male,Male,34,sad,Male,happy,28
"[[[ 57  32  12]
  [ 57  32  12]
  [ 56  31  11]
  ...
  [203 160 115]
  [205 162 117]
  [216 173 128]]

 [[ 56  31  11]
  [ 56  31  11]
  [ 56  31  11]
  ...
  [207 164 119]
  [209 166 121]
  [220 177 132]]

 [[ 54  29   9]
  [ 55  30  10]
  [ 56  29  10]
  ...
  [212 169 124]
  [215 172 127]
  [224 181 136]]

 ...

 [[210 210 198]
  [208 208 196]
  [203 203 191]
  ...
  [227 178 120]
  [227 178 120]
  [227 178 120]]

 [[212 214 203]
  [211 213 202]
  [209 211 198]
  ...
  [227 178 120]
  [228 177 120]
  [228 178 119]]

 [[214 216 205]
  [214 216 205]
  [213 215 202]
  ...
  [227 178 120]
  [228 178 119]
  [228 178 119]]]",32,Male,Male,37,sad,Male,neutral,31
"[[[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 [[2 2 2]
  [2 2 2]
  [2 2 2]
  ...
  [2 2 2]
  [2 2 2]
  [2 2 2]]

 ...

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 1 0]
  [0 1 0]
  [0 2 1]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 3 0]
  [0 2 0]
  [0 2 0]]

 [[0 0 0]
  [0 0 0]
  [0 0 0]
  ...
  [0 2 0]
  [0 2 0]
  [0 2 0]]]",19,Male,Male,23,sad,Male,happy,31
"[[[98 77 50]
  [96 75 48]
  [94 72 48]
  ...
  [82 55 28]
  [78 51 24]
  [76 49 22]]

 [[95 74 47]
  [93 72 45]
  [92 70 46]
  ...
  [79 52 25]
  [75 48 21]
  [73 46 19]]

 [[92 70 46]
  [90 68 44]
  [89 67 43]
  ...
  [76 48 24]
  [72 44 20]
  [70 42 18]]

 ...

 [[61 26  0]
  [62 27  0]
  [61 28  0]
  ...
  [30 11  4]
  [39 16  8]
  [43 20 12]]

 [[58 23  0]
  [58 23  0]
  [58 25  0]
  ...
  [34 15  8]
  [44 21 13]
  [49 27 16]]

 [[57 22  0]
  [58 23  0]
  [58 25  0]
  ...
  [38 20 10]
  [48 25 17]
  [54 32 21]]]",28,Female,Female,25,sad,Female,happy,28
"[[[202 134 131]
  [212 130 136]
  [255 163 186]
  ...
  [114 100  71]
  [ 69  60  31]
  [ 53  46  18]]

 [[176 105 103]
  [226 141 148]
  [255 146 169]
  ...
  [126 113  81]
  [ 94  85  56]
  [ 45  38  10]]

 [[194 115 118]
  [250 159 168]
  [252 136 159]
  ...
  [147 132 101]
  [127 116  88]
  [ 61  52  23]]

 ...

 [[121  51  43]
  [120  50  42]
  [116  45  39]
  ...
  [148 116  59]
  [144 112  55]
  [146 114  57]]

 [[121  51  43]
  [122  52  44]
  [118  47  41]
  ...
  [143 111  54]
  [136 104  47]
  [137 105  48]]

 [[119  49  41]
  [123  53  45]
  [122  51  45]
  ...
  [143 111  54]
  [133 101  44]
  [133 101  44]]]",18,Female,Female,19,neutral,Female,neutral,30
"[[[ 50  51  53]
  [ 53  54  56]
  [ 57  55  58]
  ...
  [ 13  12   7]
  [ 16  16   8]
  [ 17  17   9]]

 [[ 49  50  52]
  [ 50  51  53]
  [ 54  52  55]
  ...
  [ 12  11   6]
  [ 14  14   6]
  [ 16  16   8]]

 [[ 47  48  50]
  [ 48  49  51]
  [ 52  50  51]
  ...
  [ 11  10   5]
  [ 12  11   6]
  [ 13  12   7]]

 ...

 [[211 159 122]
  [222 170 133]
  [227 175 138]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[217 165 128]
  [225 173 136]
  [230 178 141]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[218 166 129]
  [220 168 131]
  [220 168 131]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",73,Female,Female,67,happy,Female,neutral,32
"[[[  0   0   5]
  [  0   0   4]
  [  1   0   2]
  ...
  [100 113 130]
  [104 112 131]
  [104 113 130]]

 [[  0   0   5]
  [  0   0   4]
  [  1   0   2]
  ...
  [100 113 130]
  [104 113 130]
  [104 113 130]]

 [[  0   0   5]
  [  0   0   4]
  [  1   0   2]
  ...
  [101 114 131]
  [104 113 130]
  [104 113 130]]

 ...

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]

 [[  0   0   0]
  [  0   0   0]
  [  0   0   0]
  ...
  [  0   0   0]
  [  0   0   0]
  [  0   0   0]]]",36,Male,Male,40,neutral,Male,happy,29
"[[[106  60  47]
  [107  61  48]
  [109  60  46]
  ...
  [200  44  55]
  [203  43  55]
  [204  44  56]]

 [[107  61  48]
  [105  59  46]
  [103  55  41]
  ...
  [200  44  55]
  [203  43  55]
  [204  44  56]]

 [[103  59  46]
  [102  56  43]
  [ 97  49  35]
  ...
  [200  44  57]
  [204  43  58]
  [204  43  58]]

 ...

 [[175 158 168]
  [170 150 161]
  [170 149 158]
  ...
  [211  89  65]
  [201  68  51]
  [197  59  46]]

 [[181 159 172]
  [174 150 163]
  [174 148 161]
  ...
  [209  91  63]
  [197  68  47]
  [194  58  42]]

 [[181 157 171]
  [173 149 163]
  [175 147 161]
  ...
  [207  92  63]
  [197  68  47]
  [191  58  41]]]",12,Female,Female,22,sad,Male,happy,23
"[[[49 38 32]
  [51 40 34]
  [56 43 37]
  ...
  [32 24 13]
  [31 23 12]
  [30 22 11]]

 [[48 37 31]
  [50 39 33]
  [55 42 36]
  ...
  [32 24 13]
  [31 23 12]
  [30 22 11]]

 [[46 35 29]
  [49 38 32]
  [54 41 35]
  ...
  [32 24 13]
  [30 22 11]
  [29 21 10]]

 ...

 [[23 17 17]
  [22 16 16]
  [22 16 16]
  ...
  [35 20 15]
  [33 19 18]
  [32 18 17]]

 [[22 16 16]
  [22 16 16]
  [21 15 15]
  ...
  [33 18 13]
  [31 17 16]
  [31 17 16]]

 [[21 15 15]
  [21 15 15]
  [21 15 15]
  ...
  [32 17 12]
  [31 17 16]
  [31 17 16]]]",60,Female,Female,40,sad,Female,happy,50
"[[[166 162 151]
  [165 161 150]
  [168 164 153]
  ...
  [150 146 135]
  [153 149 138]
  [156 152 141]]

 [[167 163 152]
  [165 161 150]
  [166 162 151]
  ...
  [157 153 142]
  [157 153 142]
  [158 154 143]]

 [[167 163 152]
  [163 159 148]
  [162 158 147]
  ...
  [160 156 145]
  [159 155 144]
  [160 156 145]]

 ...

 [[160 156 144]
  [148 144 132]
  [145 141 129]
  ...
  [149 147 135]
  [149 147 135]
  [148 146 134]]

 [[158 154 142]
  [154 150 138]
  [158 154 142]
  ...
  [148 148 136]
  [145 145 133]
  [143 143 131]]

 [[163 159 147]
  [165 161 149]
  [170 166 154]
  ...
  [146 146 134]
  [142 142 130]
  [138 138 126]]]",43,Male,Male,38,neutral,Male,neutral,25
"[[[ 97  70  49]
  [ 97  70  49]
  [ 96  70  47]
  ...
  [162  46  31]
  [168  48  34]
  [172  52  38]]

 [[ 96  69  48]
  [ 96  69  48]
  [ 96  70  47]
  ...
  [163  47  32]
  [169  49  35]
  [173  53  39]]

 [[ 96  69  48]
  [ 95  68  47]
  [ 95  69  46]
  ...
  [165  49  34]
  [170  50  36]
  [174  54  40]]

 ...

 [[134 102  63]
  [129  97  58]
  [124  92  51]
  ...
  [176 137 120]
  [180 141 124]
  [183 144 127]]

 [[133 101  62]
  [129  97  58]
  [124  92  51]
  ...
  [176 137 120]
  [181 142 125]
  [184 145 128]]

 [[133 101  62]
  [129  97  58]
  [124  92  51]
  ...
  [177 138 121]
  [182 143 126]
  [186 147 130]]]",26,Female,Male,36,sad,Male,happy,30
"[[[ 62  62  62]
  [ 69  69  69]
  [ 82  82  82]
  ...
  [201 201 201]
  [201 201 201]
  [201 201 201]]

 [[ 64  64  64]
  [ 71  71  71]
  [ 83  83  83]
  ...
  [200 200 200]
  [201 201 201]
  [201 201 201]]

 [[ 69  69  69]
  [ 76  76  76]
  [ 88  88  88]
  ...
  [200 200 200]
  [200 200 200]
  [201 201 201]]

 ...

 [[119 119 119]
  [115 115 115]
  [112 112 112]
  ...
  [186 186 186]
  [185 185 185]
  [184 184 184]]

 [[123 123 123]
  [118 118 118]
  [113 113 113]
  ...
  [185 185 185]
  [185 185 185]
  [185 185 185]]

 [[126 126 126]
  [120 120 120]
  [114 114 114]
  ...
  [184 184 184]
  [186 186 186]
  [188 188 188]]]",26,Female,Female,24,happy,Male,neutral,27
"[[[ 43  24  10]
  [ 42  23   9]
  [ 41  23  13]
  ...
  [103  73  49]
  [107  75  50]
  [114  82  57]]

 [[ 41  22   8]
  [ 40  20   9]
  [ 39  21  11]
  ...
  [ 99  67  44]
  [105  73  48]
  [113  81  56]]

 [[ 39  21   9]
  [ 38  20   8]
  [ 38  20  10]
  ...
  [ 95  60  38]
  [103  69  44]
  [112  78  53]]

 ...

 [[135 143 189]
  [135 144 187]
  [136 145 188]
  ...
  [155 178 220]
  [149 172 216]
  [145 168 212]]

 [[136 144 191]
  [136 144 190]
  [136 144 190]
  ...
  [160 183 225]
  [154 177 221]
  [150 173 217]]

 [[136 144 191]
  [136 144 191]
  [136 144 190]
  ...
  [162 185 227]
  [157 180 224]
  [152 175 219]]]",41,Male,Male,37,sad,Male,fear,27
"[[[105  73  48]
  [108  76  51]
  [112  80  55]
  ...
  [113  84  52]
  [109  80  48]
  [106  77  45]]

 [[105  73  48]
  [108  76  51]
  [112  80  55]
  ...
  [117  88  56]
  [112  83  51]
  [109  80  48]]

 [[106  75  47]
  [109  78  50]
  [115  81  54]
  ...
  [120  91  59]
  [115  86  54]
  [113  84  52]]

 ...

 [[124  85  68]
  [126  88  69]
  [128  90  71]
  ...
  [ 70  53  37]
  [ 64  47  29]
  [ 60  43  25]]

 [[123  84  67]
  [125  87  68]
  [127  89  70]
  ...
  [ 79  62  46]
  [ 71  54  36]
  [ 63  46  28]]

 [[122  83  66]
  [124  86  67]
  [126  88  69]
  ...
  [ 88  71  55]
  [ 79  62  44]
  [ 70  53  35]]]",26,Female,Female,26,happy,Female,happy,29
"[[[117 128 120]
  [120 131 123]
  [122 132 124]
  ...
  [105 124 131]
  [105 123 133]
  [105 123 133]]

 [[115 126 118]
  [118 129 121]
  [120 130 122]
  ...
  [105 124 131]
  [105 123 133]
  [105 123 133]]

 [[112 123 117]
  [116 127 121]
  [117 127 119]
  ...
  [104 123 130]
  [106 123 133]
  [106 123 133]]

 ...

 [[ 82  94  94]
  [ 82  93  95]
  [ 80  94  97]
  ...
  [ 89 107 107]
  [ 89 107 107]
  [ 89 107 107]]

 [[ 81  92  94]
  [ 81  92  94]
  [ 79  93  96]
  ...
  [ 89 107 107]
  [ 89 107 107]
  [ 89 107 107]]

 [[ 81  92  94]
  [ 81  92  94]
  [ 79  93  96]
  ...
  [ 89 107 107]
  [ 89 107 107]
  [ 89 107 107]]]",34,Male,Male,40,fear,Male,happy,28
"[[[ 82  66  93]
  [ 79  65  90]
  [ 74  61  81]
  ...
  [ 73  70  81]
  [ 94  90 105]
  [107 103 118]]

 [[ 78  62  89]
  [ 75  61  86]
  [ 70  57  77]
  ...
  [ 70  67  78]
  [ 86  82  97]
  [ 97  93 108]]

 [[ 73  57  83]
  [ 70  56  79]
  [ 65  52  70]
  ...
  [ 68  65  76]
  [ 78  74  89]
  [ 84  80  95]]

 ...

 [[162 124 137]
  [155 117 130]
  [145 106 124]
  ...
  [186 141 172]
  [189 143 172]
  [192 144 170]]

 [[178 138 149]
  [170 130 141]
  [159 118 134]
  ...
  [185 140 173]
  [190 143 175]
  [192 146 174]]

 [[189 149 158]
  [181 141 152]
  [169 128 144]
  ...
  [182 138 173]
  [188 141 173]
  [192 146 175]]]",35,Female,Female,39,sad,Male,happy,24
"[[[ 43  29  18]
  [ 41  27  16]
  [ 44  26  16]
  ...
  [119  79  67]
  [124  82  68]
  [127  85  69]]

 [[ 43  29  18]
  [ 42  28  17]
  [ 46  28  18]
  ...
  [112  72  60]
  [117  75  61]
  [118  76  60]]

 [[ 43  29  18]
  [ 42  28  17]
  [ 47  29  19]
  ...
  [106  66  54]
  [108  69  54]
  [110  71  56]]

 ...

 [[ 50  39  37]
  [ 45  34  32]
  [ 38  27  25]
  ...
  [ 88  47  41]
  [ 94  51  45]
  [ 95  54  48]]

 [[ 52  41  39]
  [ 47  36  34]
  [ 39  28  26]
  ...
  [ 94  51  45]
  [ 98  53  48]
  [100  57  51]]

 [[ 54  43  41]
  [ 48  37  35]
  [ 39  28  26]
  ...
  [ 97  52  47]
  [100  55  50]
  [102  57  52]]]",24,Female,Female,26,happy,Female,happy,22
"[[[39 28 24]
  [39 28 24]
  [40 26 23]
  ...
  [65 63 40]
  [76 76 52]
  [83 83 59]]

 [[39 28 24]
  [39 28 24]
  [40 26 23]
  ...
  [64 62 39]
  [74 74 50]
  [81 81 57]]

 [[39 28 24]
  [38 27 23]
  [39 25 22]
  ...
  [61 59 38]
  [71 70 49]
  [78 77 56]]

 ...

 [[35 56  0]
  [36 57  1]
  [36 57  1]
  ...
  [56 82 19]
  [55 81 18]
  [54 80 17]]

 [[35 56  0]
  [35 56  0]
  [36 57  1]
  ...
  [55 81 20]
  [54 80 19]
  [54 80 19]]

 [[35 56  0]
  [35 56  0]
  [35 56  0]
  ...
  [54 80 19]
  [54 80 19]
  [53 79 18]]]",26,Female,Female,26,happy,Male,happy,28
"[[[ 45  45  45]
  [ 48  48  48]
  [ 52  52  52]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 [[ 44  44  44]
  [ 47  47  47]
  [ 51  51  51]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 [[ 42  42  42]
  [ 45  45  45]
  [ 49  49  49]
  ...
  [209 209 209]
  [209 209 209]
  [209 209 209]]

 ...

 [[ 33  33  33]
  [ 32  32  32]
  [ 32  32  32]
  ...
  [208 208 208]
  [208 208 208]
  [208 208 208]]

 [[ 35  35  35]
  [ 34  34  34]
  [ 34  34  34]
  ...
  [208 208 208]
  [208 208 208]
  [208 208 208]]

 [[ 36  36  36]
  [ 35  35  35]
  [ 35  35  35]
  ...
  [208 208 208]
  [208 208 208]
  [208 208 208]]]",30,Male,Male,36,neutral,Male,angry,30
"[[[ 9 13 16]
  [ 9 13 16]
  [ 9 13 16]
  ...
  [36 40 43]
  [49 54 58]
  [57 62 66]]

 [[ 9 13 16]
  [ 9 13 16]
  [ 9 13 16]
  ...
  [27 31 34]
  [41 46 50]
  [51 56 60]]

 [[ 9 13 16]
  [ 9 13 16]
  [10 14 17]
  ...
  [23 27 30]
  [37 42 46]
  [50 55 59]]

 ...

 [[58 43 38]
  [63 48 43]
  [48 35 29]
  ...
  [70 66 65]
  [80 79 77]
  [71 70 68]]

 [[57 42 37]
  [65 50 45]
  [53 40 34]
  ...
  [69 65 66]
  [82 80 81]
  [70 68 69]]

 [[57 42 37]
  [68 53 48]
  [57 44 38]
  ...
  [64 60 61]
  [80 78 79]
  [67 65 66]]]",17,Female,Female,17,neutral,Male,happy,22
"[[[ 31  26  20]
  [ 30  25  19]
  [ 29  24  18]
  ...
  [ 77  72  69]
  [ 88  83  80]
  [ 97  92  89]]

 [[ 32  27  21]
  [ 31  26  20]
  [ 29  24  18]
  ...
  [ 77  72  69]
  [ 87  82  79]
  [ 95  90  87]]

 [[ 35  28  22]
  [ 33  26  20]
  [ 28  23  17]
  ...
  [ 77  72  69]
  [ 85  80  77]
  [ 93  88  85]]

 ...

 [[114  92  79]
  [110  88  75]
  [101  79  66]
  ...
  [ 57  29  18]
  [ 58  30  18]
  [ 59  31  19]]

 [[115  93  80]
  [109  87  74]
  [ 99  77  64]
  ...
  [ 59  31  20]
  [ 66  38  26]
  [ 71  43  31]]

 [[116  94  81]
  [109  87  74]
  [ 99  77  64]
  ...
  [ 60  32  21]
  [ 71  43  31]
  [ 79  51  39]]]",20,Female,Female,31,neutral,Female,neutral,26
"[[[ 60  16   3]
  [ 65  19   4]
  [ 70  23   7]
  ...
  [104  37   8]
  [ 96  29   2]
  [ 90  24   0]]

 [[ 61  17   4]
  [ 66  20   5]
  [ 72  23   8]
  ...
  [104  38   6]
  [ 97  30   3]
  [ 91  25   0]]

 [[ 64  18   3]
  [ 67  21   6]
  [ 74  25  10]
  ...
  [105  39   7]
  [ 98  31   4]
  [ 92  27   0]]

 ...

 [[180 133 103]
  [179 133 100]
  [176 130  97]
  ...
  [210 165 132]
  [212 169 135]
  [213 170 136]]

 [[180 133 103]
  [179 133 100]
  [177 131  98]
  ...
  [209 164 131]
  [211 168 134]
  [212 169 135]]

 [[180 133 103]
  [179 133 100]
  [177 131  98]
  ...
  [209 164 131]
  [211 168 134]
  [212 169 135]]]",1,Female,Female,0,sad,Male,happy,37
"[[[ 65  66  61]
  [ 65  66  61]
  [ 64  65  60]
  ...
  [ 63  64  59]
  [ 63  64  59]
  [ 63  64  59]]

 [[ 65  66  61]
  [ 65  66  61]
  [ 64  65  60]
  ...
  [ 63  64  59]
  [ 63  64  59]
  [ 63  64  59]]

 [[ 65  66  61]
  [ 65  66  61]
  [ 64  65  60]
  ...
  [ 63  64  59]
  [ 63  64  59]
  [ 63  64  59]]

 ...

 [[108 105  98]
  [106 103  96]
  [103 100  93]
  ...
  [150 149 144]
  [130 129 124]
  [127 126 121]]

 [[ 98  95  88]
  [ 94  91  84]
  [ 88  85  78]
  ...
  [164 163 158]
  [146 145 140]
  [140 139 134]]

 [[ 97  94  87]
  [ 93  90  83]
  [ 84  81  74]
  ...
  [165 164 159]
  [156 155 150]
  [153 152 147]]]",55,Female,Female,46,happy,Male,sad,35
"[[[55 45 46]
  [55 45 46]
  [55 45 46]
  ...
  [73 57 58]
  [82 68 68]
  [89 75 75]]

 [[54 44 45]
  [54 44 45]
  [54 44 45]
  ...
  [74 58 59]
  [82 68 68]
  [88 74 74]]

 [[53 43 44]
  [53 43 44]
  [52 42 43]
  ...
  [75 59 62]
  [83 68 71]
  [88 73 76]]

 ...

 [[49 49 57]
  [48 49 54]
  [48 45 52]
  ...
  [54 48 50]
  [55 49 51]
  [55 49 51]]

 [[45 45 53]
  [44 45 50]
  [44 41 48]
  ...
  [55 49 51]
  [55 49 51]
  [55 49 51]]

 [[44 44 52]
  [42 43 48]
  [42 39 46]
  ...
  [56 50 52]
  [56 50 52]
  [56 50 52]]]",25,Male,Male,31,neutral,Male,neutral,23
"[[[ 99  89  80]
  [ 94  84  75]
  [ 91  78  70]
  ...
  [199 187 145]
  [208 196 154]
  [214 202 160]]

 [[ 97  87  78]
  [ 94  84  75]
  [ 92  79  71]
  ...
  [196 184 142]
  [206 194 152]
  [212 200 158]]

 [[ 96  86  77]
  [ 94  84  75]
  [ 93  80  72]
  ...
  [195 182 140]
  [203 191 149]
  [210 198 156]]

 ...

 [[ 52  38  35]
  [ 51  37  34]
  [ 52  37  34]
  ...
  [155 120 124]
  [156 121 125]
  [156 121 125]]

 [[ 52  38  35]
  [ 52  38  35]
  [ 52  37  34]
  ...
  [156 121 125]
  [156 121 125]
  [157 122 126]]

 [[ 53  39  36]
  [ 52  38  35]
  [ 52  37  34]
  ...
  [156 121 125]
  [157 122 126]
  [157 122 126]]]",7,Female,Male,9,neutral,Female,happy,27
"[[[111  93  81]
  [100  82  70]
  [ 88  70  60]
  ...
  [ 60  52  50]
  [ 59  51  49]
  [ 57  49  47]]

 [[110  92  80]
  [ 99  81  69]
  [ 86  68  58]
  ...
  [ 60  52  50]
  [ 59  51  49]
  [ 57  49  47]]

 [[109  91  79]
  [ 96  78  66]
  [ 81  64  54]
  ...
  [ 60  52  50]
  [ 60  52  50]
  [ 58  50  48]]

 ...

 [[ 69  54  47]
  [ 76  61  54]
  [ 78  64  55]
  ...
  [ 89  71  59]
  [ 93  74  60]
  [ 96  77  63]]

 [[ 69  54  47]
  [ 76  61  54]
  [ 78  64  55]
  ...
  [ 89  71  59]
  [ 93  74  60]
  [ 96  77  63]]

 [[ 69  54  47]
  [ 76  61  54]
  [ 78  64  55]
  ...
  [ 89  71  59]
  [ 93  74  60]
  [ 96  77  63]]]",32,Female,Female,39,happy,Female,happy,28
"[[[190  93 110]
  [187  86 100]
  [184  78  90]
  ...
  [215 161 137]
  [215 160 140]
  [213 161 140]]

 [[190  93 110]
  [188  87 101]
  [184  78  88]
  ...
  [214 158 135]
  [213 158 137]
  [211 159 138]]

 [[191  95 109]
  [189  88 102]
  [185  79  89]
  ...
  [213 157 134]
  [211 156 135]
  [211 156 135]]

 ...

 [[ 45  28  21]
  [ 46  29  22]
  [ 47  30  23]
  ...
  [ 52  34  32]
  [ 55  37  35]
  [ 56  38  36]]

 [[ 49  32  25]
  [ 49  32  25]
  [ 50  33  26]
  ...
  [ 51  33  31]
  [ 54  36  34]
  [ 55  37  35]]

 [[ 52  35  28]
  [ 52  35  28]
  [ 53  36  29]
  ...
  [ 51  33  31]
  [ 53  35  33]
  [ 55  37  35]]]",16,Male,Female,16,sad,Male,happy,26
"[[[167 148 115]
  [156 137 104]
  [159 141 105]
  ...
  [193 229 227]
  [200 234 233]
  [197 231 230]]

 [[170 151 118]
  [153 134 101]
  [150 131  98]
  ...
  [192 228 226]
  [198 232 233]
  [195 229 228]]

 [[171 155 122]
  [148 132  98]
  [141 122  89]
  ...
  [189 225 225]
  [195 230 232]
  [191 227 227]]

 ...

 [[194 148 114]
  [193 147 113]
  [193 147 113]
  ...
  [145 100  67]
  [146 101  68]
  [146 101  68]]

 [[194 148 114]
  [194 148 114]
  [193 147 113]
  ...
  [145 100  67]
  [145 100  67]
  [146 101  68]]

 [[194 148 114]
  [194 148 114]
  [194 148 114]
  ...
  [151 106  73]
  [153 108  75]
  [155 110  77]]]",20,Male,Male,21,sad,Male,neutral,22
